"Genotype","date","order","rank","no_modules_branching_mean","no_branch_crown_branching_mean","no_extension_crown_branching_mean","branching_length_mean","no_modules_branching_sd","no_branch_crown_branching_sd","no_extension_crown_branching_sd","branching_length_sd"
"Belle_et_Bonne",2022-04-25,0,1,2.2,0.6,1.6,5,2.16794833886788,0.547722557505166,1.67332005306815,5.3851648071345
"Belle_et_Bonne",2022-04-25,0,2,1.4,0.4,1,3.6,1.94935886896179,0.547722557505166,1.4142135623731,5.12835256198323
"Belle_et_Bonne",2022-04-25,0,3,2.4,0.8,1.6,7,2.50998007960223,0.836660026534076,1.67332005306815,6.78232998312527
"Belle_et_Bonne",2022-04-25,0,4,0.8,0.4,0.4,2.4,1.30384048104053,0.547722557505166,0.894427190999916,4.33589667773576
"Belle_et_Bonne",2022-04-25,0,5,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,0,6,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,0,7,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,0,8,3,1,2,7,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,0,9,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,1,5,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,1,6,0.5,0.5,0,1.5,0.707106781186548,0.707106781186548,0,2.12132034355964
"Belle_et_Bonne",2022-04-25,1,7,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,1,8,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,1,9,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,1,10,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,1,11,0.5,0.5,0,2,0.707106781186548,0.707106781186548,0,2.82842712474619
"Belle_et_Bonne",2022-04-25,1,12,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,1,13,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,8,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,9,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,10,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,11,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,12,0.5,0.5,0,0.5,0.707106781186548,0.707106781186548,0,0.707106781186548
"Belle_et_Bonne",2022-04-25,2,13,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,14,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,15,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,16,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,2,17,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,18,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,19,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,20,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,21,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,22,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,2,23,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,11,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,12,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,3,13,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,3,14,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,3,15,0,0,0,0,0,0,0,0
"Belle_et_Bonne",2022-04-25,3,16,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,17,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,18,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,19,0,0,0,0,NA,NA,NA,NA
"Belle_et_Bonne",2022-04-25,3,20,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,0,1,1,0.6,0.4,2.6,1,0.547722557505166,0.547722557505166,2.60768096208106
"Belrubi",2022-04-25,0,2,1.8,1,0.8,5,1.6431676725155,1,0.836660026534076,4.69041575982343
"Belrubi",2022-04-25,0,3,0.4,0.2,0.2,0.8,0.894427190999916,0.447213595499958,0.447213595499958,1.78885438199983
"Belrubi",2022-04-25,0,4,1,0.5,0.5,3.5,1.15470053837925,0.577350269189626,0.577350269189626,4.35889894354067
"Belrubi",2022-04-25,0,5,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,0,6,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,0,7,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,0,8,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,0,9,2,1,1,6,NA,NA,NA,NA
"Belrubi",2022-04-25,0,10,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,1,4,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,1,5,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,1,6,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,1,7,1.5,0.5,1,3.5,2.12132034355964,0.707106781186548,1.4142135623731,4.94974746830583
"Belrubi",2022-04-25,1,8,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,1,11,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,1,12,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,2,7,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,2,8,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,2,9,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,2,10,0,0,0,0,0,0,0,0
"Belrubi",2022-04-25,2,11,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,2,13,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,2,14,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,2,15,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,3,12,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,3,13,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,3,16,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,3,17,0,0,0,0,NA,NA,NA,NA
"Belrubi",2022-04-25,3,18,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,0,1,2.33333333333333,1,1.33333333333333,5.83333333333333,0.816496580927726,0,0.816496580927726,2.92688685580203
"CF10122",2022-04-11,0,2,1.83333333333333,0.833333333333333,1,4.33333333333333,1.60208197875972,0.752772652709081,0.894427190999916,3.50238014308365
"CF10122",2022-04-11,0,3,0.8,0.4,0.4,2.2,1.09544511501033,0.547722557505166,0.547722557505166,3.4928498393146
"CF10122",2022-04-11,0,4,0.5,0.25,0.25,1.5,1,0.5,0.5,3
"CF10122",2022-04-11,0,5,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,0,6,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,0,7,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,0,8,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,1,3,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,1,4,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,1,5,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,1,6,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,1,7,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,1,8,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,1,9,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,1,10,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,2,6,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,2,7,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,2,8,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,2,9,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,2,10,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,2,11,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,2,12,0,0,0,0,0,0,0,0
"CF10122",2022-04-11,3,9,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,3,10,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,3,11,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,3,12,0,0,0,0,NA,NA,NA,NA
"CF10122",2022-04-11,3,13,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,0,1,2.5,1,1.5,5.83333333333333,0.836660026534076,0,0.836660026534076,2.48327740429189
"CF10277",2022-04-19,0,2,1.66666666666667,0.666666666666667,1,3.33333333333333,1.36626010212795,0.516397779494322,0.894427190999916,2.65832027165025
"CF10277",2022-04-19,0,3,2,1,1,4.66666666666667,1.4142135623731,0.632455532033676,0.894427190999916,3.44480284873702
"CF10277",2022-04-19,0,4,1.5,0.666666666666667,0.833333333333333,3.66666666666667,1.22474487139159,0.516397779494322,0.752772652709081,3.44480284873702
"CF10277",2022-04-19,0,5,0.4,0.2,0.2,1,0.894427190999916,0.447213595499958,0.447213595499958,2.23606797749979
"CF10277",2022-04-19,0,6,1.5,0.75,0.75,3.25,1.91485421551268,0.957427107756338,0.957427107756338,3.947573094109
"CF10277",2022-04-19,0,7,1,0.666666666666667,0.333333333333333,2.33333333333333,1,0.577350269189626,0.577350269189626,2.51661147842358
"CF10277",2022-04-19,0,8,0.666666666666667,0.333333333333333,0.333333333333333,1.66666666666667,1.15470053837925,0.577350269189626,0.577350269189626,2.88675134594813
"CF10277",2022-04-19,0,9,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,1,5,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,1,6,2,1,1,5,0,0,0,1.4142135623731
"CF10277",2022-04-19,1,7,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,1,8,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,1,9,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,1,10,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,1,11,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,2,8,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,9,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,10,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,11,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,12,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,13,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,2,14,0,0,0,0,0,0,0,0
"CF10277",2022-04-19,3,10,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,3,11,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,3,14,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,3,15,0,0,0,0,NA,NA,NA,NA
"CF10277",2022-04-19,3,16,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,0,1,3,1.33333333333333,1.66666666666667,8,0.894427190999916,0.516397779494322,0.516397779494322,4.33589667773576
"CF12074",2022-04-25,0,2,1.5,0.666666666666667,0.833333333333333,3.83333333333333,1.7606816861659,0.816496580927726,0.983192080250175,4.83390801181266
"CF12074",2022-04-25,0,3,3.66666666666667,1.66666666666667,2,11,0.577350269189626,0.577350269189626,0,2.64575131106459
"CF12074",2022-04-25,0,4,1.33333333333333,0.333333333333333,1,2.66666666666667,2.3094010767585,0.577350269189626,1.73205080756888,4.61880215351701
"CF12074",2022-04-25,0,5,1,0.5,0.5,2,1.4142135623731,0.707106781186548,0.707106781186548,2.82842712474619
"CF12074",2022-04-25,0,6,1,0.5,0.5,3,1.4142135623731,0.707106781186548,0.707106781186548,4.24264068711928
"CF12074",2022-04-25,0,7,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,1,3,1,0.333333333333333,0.666666666666667,3,1.73205080756888,0.577350269189626,1.15470053837925,5.19615242270663
"CF12074",2022-04-25,1,4,3,1,2,7,NA,NA,NA,NA
"CF12074",2022-04-25,1,5,1.5,0.5,1,3.5,2.12132034355964,0.707106781186548,1.4142135623731,4.94974746830583
"CF12074",2022-04-25,1,6,1.5,1,0.5,4,0.707106781186548,0,0.707106781186548,1.4142135623731
"CF12074",2022-04-25,1,7,0.333333333333333,0.333333333333333,0,0.666666666666667,0.577350269189626,0.577350269189626,0,1.15470053837925
"CF12074",2022-04-25,1,8,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,1,9,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,1,10,2,1,1,4,NA,NA,NA,NA
"CF12074",2022-04-25,1,11,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,2,4,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,2,5,1.5,0.5,1,3.5,2.12132034355964,0.707106781186548,1.4142135623731,4.94974746830583
"CF12074",2022-04-25,2,6,1,1,0,1.5,0,0,0,0.707106781186548
"CF12074",2022-04-25,2,7,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,2,8,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,2,9,1,0.5,0.5,2,1.4142135623731,0.707106781186548,0.707106781186548,2.82842712474619
"CF12074",2022-04-25,2,10,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,2,11,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,2,12,0.333333333333333,0.333333333333333,0,0.333333333333333,0.577350269189626,0.577350269189626,0,0.577350269189626
"CF12074",2022-04-25,2,13,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,3,8,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,3,9,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,3,11,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,3,12,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,3,13,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,3,14,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,3,15,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,3,16,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,3,17,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,4,13,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,4,14,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,4,15,0,0,0,0,0,0,0,0
"CF12074",2022-04-25,4,16,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,5,16,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,5,17,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,5,18,0,0,0,0,NA,NA,NA,NA
"CF12074",2022-04-25,5,19,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,0,1,1.8,0.6,1.2,5,2.04939015319192,0.547722557505166,1.6431676725155,5.19615242270663
"CF9416",2022-04-25,0,2,1.6,0.6,1,3.8,2.30217288664427,0.894427190999916,1.4142135623731,6.09918027279076
"CF9416",2022-04-25,0,3,1.4,1,0.4,3.6,1.51657508881031,1,0.547722557505166,3.91152144312159
"CF9416",2022-04-25,0,4,1.4,0.6,0.8,4.4,2.19089023002066,0.894427190999916,1.30384048104053,7.79743547584717
"CF9416",2022-04-25,0,5,1.2,0.6,0.6,3.6,1.30384048104053,0.547722557505166,0.894427190999916,3.57770876399966
"CF9416",2022-04-25,0,6,1.4,0.6,0.8,4.2,1.34164078649987,0.547722557505166,0.836660026534076,4.26614580154031
"CF9416",2022-04-25,0,7,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,0,8,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,0,9,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,0,10,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,0,11,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,0,12,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,1,7,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,1,8,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,1,9,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,1,10,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,1,11,1,1,0,1,NA,NA,NA,NA
"CF9416",2022-04-25,1,12,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,1,13,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,1,14,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,2,10,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,2,11,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,2,12,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,2,13,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,2,14,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,2,15,0.5,0.5,0,1,0.707106781186548,0.707106781186548,0,1.4142135623731
"CF9416",2022-04-25,2,16,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,2,17,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,2,18,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,3,12,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,3,13,0,0,0,0,0,0,0,0
"CF9416",2022-04-25,3,17,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,3,18,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,3,19,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,4,14,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,4,15,0,0,0,0,NA,NA,NA,NA
"CF9416",2022-04-25,4,16,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,0,1,2,1.16666666666667,0.833333333333333,6.5,3.3466401061363,2.04124145231932,1.32916013582513,10.4642247682282
"Ciflorette",2022-04-05,0,2,2.2,1,1.2,7.6,1.30384048104053,0.707106781186548,0.836660026534076,4.33589667773576
"Ciflorette",2022-04-05,0,3,2.6,1,1.6,6,1.94935886896179,0.707106781186548,1.34164078649987,4.47213595499958
"Ciflorette",2022-04-05,0,4,0.8,0.4,0.4,1.6,1.30384048104053,0.547722557505166,0.894427190999916,3.04959013639538
"Ciflorette",2022-04-05,0,5,0.5,0.25,0.25,2,1,0.5,0.5,4
"Ciflorette",2022-04-05,0,6,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,1,2,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,1,3,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,1,4,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,1,5,3,1,2,7.5,4.24264068711928,1.4142135623731,2.82842712474619,10.6066017177982
"Ciflorette",2022-04-05,1,6,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,1,7,0.5,0.25,0.25,1.25,1,0.5,0.5,2.5
"Ciflorette",2022-04-05,1,8,0.333333333333333,0.333333333333333,0,0.666666666666667,0.577350269189626,0.577350269189626,0,1.15470053837925
"Ciflorette",2022-04-05,1,9,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,2,7,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,2,8,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,2,9,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,2,10,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,2,11,0,0,0,0,0,0,0,0
"Ciflorette",2022-04-05,2,12,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,3,12,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,3,13,0,0,0,0,NA,NA,NA,NA
"Ciflorette",2022-04-05,3,14,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,0,1,2.25,1,1.25,6.25,0.5,0,0.5,0.957427107756338
"Cigaline",2022-04-19,0,2,1.25,0.5,0.75,4,1.5,0.577350269189626,0.957427107756338,4.61880215351701
"Cigaline",2022-04-19,0,3,2.5,1,1.5,7,0.707106781186548,0,0.707106781186548,2.82842712474619
"Cigaline",2022-04-19,0,4,1,0.5,0.5,3.5,1.4142135623731,0.707106781186548,0.707106781186548,4.94974746830583
"Cigaline",2022-04-19,0,5,0,0,0,0,0,0,0,0
"Cigaline",2022-04-19,0,6,1,0.5,0.5,2,1.4142135623731,0.707106781186548,0.707106781186548,2.82842712474619
"Cigaline",2022-04-19,0,7,0,0,0,0,0,0,0,0
"Cigaline",2022-04-19,0,8,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,0,9,1,1,0,5,NA,NA,NA,NA
"Cigaline",2022-04-19,0,10,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,3,0,0,0,0,0,0,0,0
"Cigaline",2022-04-19,1,4,0,0,0,0,0,0,0,0
"Cigaline",2022-04-19,1,5,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,6,1,1,0,3,NA,NA,NA,NA
"Cigaline",2022-04-19,1,7,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,8,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,9,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,10,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,11,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,12,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,13,0,0,0,0,NA,NA,NA,NA
"Cigaline",2022-04-19,1,14,0,0,0,0,NA,NA,NA,NA
